Название,Марка,Модель,"Пробег, км","Мощность двигателя, л","Мощность двигателя, л.с",Год выпуска,"Цена, руб",Цвет кузова,Коробка передач,Привод,Тип топлива,Город продажи
Kia Cerato IV,Kia,Cerato IV,42000,"1,6",128,2020,1790000,красный,автомат,передний,Бензин,Санкт-Петербург
Hyundai Solaris II,Hyundai,Solaris II,67000,"1,4",100,2018,990000,синий,автомат,передний,Бензин,Челябинск
Hyundai Solaris II,Hyundai,Solaris II,80000,"1,4",100,2018,1370000,серый,механика,передний,Бензин,Химки
Hyundai Solaris II,Hyundai,Solaris II,78000,"1,6",123,2019,1430000,серый,автомат,передний,Бензин,Москва
Kia K5 III,Kia,K5 III,42000,"2,5",194,2021,2730000,синий,автомат,передний,Бензин,Курган
Hyundai Solaris II,Hyundai,Solaris II,125000,"1,6",123,2017,1120000,белый,автомат,передний,Бензин,Нижний Новгород
Kia K5 III,Kia,K5 III,49000,"2,5",194,2020,2650000,чёрный,автомат,передний,Бензин,Москва
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,61000,2,150,2019,2230000,серый,автомат,передний,Бензин,Самара
Hyundai Solaris II,Hyundai,Solaris II,81000,"1,6",123,2020,1350000,белый,автомат,передний,Бензин,Казань
Hyundai Solaris II,Hyundai,Solaris II,63000,"1,6",123,2019,1160000,серый,механика,передний,Бензин,Астрахань
Hyundai Solaris II,Hyundai,Solaris II,119000,"1,6",123,2017,950000,белый,механика,передний,Бензин,Ульяновск
Hyundai Solaris II,Hyundai,Solaris II,115000,"1,4",100,2019,1250000,серый,автомат,передний,Бензин,Коломна
Kia K5 III,Kia,K5 III,51000,2,160,2021,2720000,чёрный,автомат,передний,Бензин,Казань
Kia K5 III,Kia,K5 III,58000,"2,5",194,2021,2320000,белый,автомат,передний,Бензин,Сыктывкар
Kia Cerato IV,Kia,Cerato IV,59000,2,150,2019,1470000,серый,автомат,передний,Бензин,Санкт-Петербург
Hyundai Solaris II,Hyundai,Solaris II,89000,"1,6",123,2019,1330000,бежевый,механика,передний,Бензин,Киров
Hyundai Solaris II,Hyundai,Solaris II,112000,"1,6",123,2017,1140000,чёрный,автомат,передний,Бензин,Ульяновск
Kia K5 III,Kia,K5 III,65000,"2,5",194,2020,2510000,синий,автомат,передний,Бензин,Воронеж
Hyundai Solaris II,Hyundai,Solaris II,31000,"1,4",100,2018,1320000,синий,автомат,передний,Бензин,Санкт-Петербург
Kia K5 III,Kia,K5 III,19000,"2,5",194,2021,2610000,синий,автомат,передний,Бензин,Москва
Kia Cerato IV,Kia,Cerato IV,46000,"1,6",128,2020,1970000,чёрный,механика,передний,Бензин,Москва
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,81000,2,150,2019,2190000,красный,автомат,передний,Бензин,Москва
Kia K5 III,Kia,K5 III,17000,2,150,2021,2480000,белый,автомат,передний,Бензин,Санкт-Петербург
Hyundai Solaris II,Hyundai,Solaris II,38000,"1,4",100,2019,1420000,коричневый,автомат,передний,Бензин,Курган
Kia K5 III,Kia,K5 III,59000,"1,5",170,2021,2680000,серый,робот,передний,Бензин,Москва
Hyundai Solaris II,Hyundai,Solaris II,99000,"1,6",123,2017,1260000,синий,автомат,передний,Бензин,Тюмень
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,64000,"2,5",194,2019,2280000,голубой,автомат,передний,Бензин,Москва
Hyundai Elantra VII (CN7),Hyundai,Elantra VII (CN7),3000,"1,5",115,2021,2350000,серый,вариатор,передний,Бензин,Саратов
Kia K5 III,Kia,K5 III,80000,2,150,2021,2260000,белый,автомат,передний,Бензин,Красноярск
Hyundai Solaris II,Hyundai,Solaris II,23000,"1,6",123,2019,1390000,белый,автомат,передний,Бензин,Москва
Kia Cerato IV,Kia,Cerato IV,72000,"1,6",128,2019,1650000,серебристый,механика,передний,Бензин,Москва
Hyundai Solaris II,Hyundai,Solaris II,173000,"1,6",123,2017,1050000,серый,автомат,передний,Бензин,Екатеринбург
Hyundai Solaris II,Hyundai,Solaris II,24000,"1,6",123,2019,1430000,серебристый,автомат,передний,Бензин,Санкт-Петербург
Kia Cerato IV,Kia,Cerato IV,66000,"1,6",128,2020,1850000,синий,автомат,передний,Бензин,Челябинск
Kia Cerato IV,Kia,Cerato IV,52000,2,150,2021,2020000,белый,автомат,передний,Бензин,Копейск
Hyundai Solaris II,Hyundai,Solaris II,53000,"1,6",123,2018,1420000,белый,автомат,передний,Бензин,Екатеринбург
Hyundai Solaris II,Hyundai,Solaris II,59000,"1,6",123,2019,1430000,коричневый,автомат,передний,Бензин,Березники
Hyundai Solaris II,Hyundai,Solaris II,77000,"1,4",100,2018,1260000,серый,автомат,передний,Бензин,Екатеринбург
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,118000,2,150,2019,1940000,белый,автомат,передний,Бензин,Самара
Kia Cerato IV,Kia,Cerato IV,110000,"1,6",128,2021,1830000,белый,автомат,передний,Бензин,Тюмень
Hyundai Elantra VII (CN7),Hyundai,Elantra VII (CN7),37000,2,150,2021,2220000,белый,автомат,передний,Бензин,Нижний Новгород
Hyundai Solaris II,Hyundai,Solaris II,137000,"1,4",100,2017,1100000,оранжевый,автомат,передний,Бензин,Екатеринбург
Kia K5 LPi III,Kia,K5 LPi III,43000,2,146,2020,2740000,белый,автомат,передний,Газ,Москва
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,31000,"2,5",231,2021,3340000,серый,автомат,передний,Бензин,Липецк
Kia K5 III,Kia,K5 III,48000,2,195,2021,3020000,синий,автомат,передний,Гибрид,Нижний Новгород
Kia K5 III,Kia,K5 III,114000,2,195,2020,1950000,белый,автомат,передний,Гибрид,Санкт-Петербург
Mazda 6 Atenza III (GJ) Рестайлинг 2,Mazda,6 Atenza III (GJ) Рестайлинг 2,62000,"2,5",192,2019,2850000,серый,автомат,передний,Бензин,Тюмень
Hyundai Solaris II,Hyundai,Solaris II,85000,"1,6",123,2018,880000,чёрный,автомат,передний,Бензин,Санкт-Петербург
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,1000,"2,5",231,2021,3770000,серый,автомат,передний,Бензин,Курск
"Mercedes-Benz CLA 250 II (C118, X118)",Mercedes-Benz,"CLA 250 II (C118, X118)",32000,2,224,2020,3990000,синий,робот,полный,Бензин,Санкт-Петербург
Kia K5 III,Kia,K5 III,114000,2,195,2020,1950000,белый,автомат,передний,Гибрид,Санкт-Петербург
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,139000,"2,5",190,2021,2380000,белый,механика,передний,Бензин,Уфа
Hyundai Elantra VII (CN7),Hyundai,Elantra VII (CN7),33000,2,150,2021,1800000,белый,автомат,передний,Бензин,Москва
Hyundai Solaris II,Hyundai,Solaris II,150000,"1,4",100,2018,1170000,серый,автомат,передний,Бензин,Челябинск
Kia Cerato IV,Kia,Cerato IV,23000,"1,6",128,2021,2150000,серебристый,автомат,передний,Бензин,Уфа
Hyundai Elantra VII (CN7),Hyundai,Elantra VII (CN7),13000,"1,6",128,2021,2300000,чёрный,механика,передний,Бензин,Воронеж
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,121000,"2,5",190,2019,2010000,белый,механика,передний,Бензин,Волгоград
Hyundai Solaris II,Hyundai,Solaris II,92000,"1,6",123,2018,1120000,серый,автомат,передний,Бензин,Чебоксары
Kia K5 III,Kia,K5 III,46000,"1,5",170,2020,2680000,чёрный,робот,передний,Бензин,Екатеринбург
Kia K5 III,Kia,K5 III,77000,2,195,2021,2440000,серебристый,автомат,передний,Гибрид,Санкт-Петербург
Hyundai Solaris II,Hyundai,Solaris II,92000,"1,6",123,2018,1120000,серый,автомат,передний,Бензин,Чебоксары
Kia K5 III,Kia,K5 III,46000,"1,5",170,2020,2680000,чёрный,робот,передний,Бензин,Екатеринбург
Kia K5 III,Kia,K5 III,77000,2,195,2021,2440000,серебристый,автомат,передний,Гибрид,Санкт-Петербург
Kia K5 III,Kia,K5 III,48000,"2,5",194,2021,2710000,чёрный,автомат,передний,Бензин,Москва
Hyundai Elantra VII (CN7),Hyundai,Elantra VII (CN7),23000,2,150,2020,2380000,синий,автомат,передний,Бензин,Воронеж
Hyundai Solaris II,Hyundai,Solaris II,82000,"1,6",123,2018,1440000,серый,автомат,передний,Бензин,Ставрополь
Hyundai Solaris II,Hyundai,Solaris II,63000,"1,6",123,2019,1110000,белый,механика,передний,Бензин,Москва
Hyundai Elantra VII (CN7),Hyundai,Elantra VII (CN7),15000,2,150,2020,2150000,синий,автомат,передний,Бензин,Москва
Kia K5 III,Kia,K5 III,50000,"2,5",194,2020,2500000,синий,автомат,передний,Бензин,Санкт-Петербург
Kia Cerato IV,Kia,Cerato IV,15000,2,150,2021,1800000,синий,автомат,передний,Бензин,Оренбург
Hyundai Solaris II,Hyundai,Solaris II,105000,"1,6",123,2019,1210000,чёрный,механика,передний,Бензин,Екатеринбург
Kia K5 III,Kia,K5 III,39000,"1,5",170,2020,2250000,серый,робот,передний,Бензин,Санкт-Петербург
Hyundai Solaris II,Hyundai,Solaris II,82000,"1,4",100,2018,1370000,белый,автомат,передний,Бензин,Ростов-на-Дону
Hyundai Solaris II,Hyundai,Solaris II,87000,"1,6",123,2018,1000000,белый,автомат,передний,Бензин,Москва
Kia K5 III,Kia,K5 III,77000,2,160,2020,2750000,белый,автомат,передний,Бензин,Астрахань
Kia K5 LPi III,Kia,K5 LPi III,28000,2,146,2021,2980000,синий,автомат,передний,Газ,Коломна
Kia K5 III,Kia,K5 III,73000,"1,6",180,2020,2350000,чёрный,автомат,передний,Бензин,Минеральные Воды
Kia Cerato IV,Kia,Cerato IV,124000,"1,6",128,2018,1530000,белый,механика,передний,Бензин,Оренбург
Kia K5 III,Kia,K5 III,90000,2,195,2020,2590000,белый,автомат,передний,Гибрид,Москва
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,133000,"2,5",231,2019,2060000,голубой,автомат,передний,Бензин,Санкт-Петербург
Kia K5 III,Kia,K5 III,20000,2,160,2021,2580000,чёрный,автомат,передний,Бензин,Санкт-Петербург
Kia K5 III,Kia,K5 III,31000,"1,6",180,2021,2600000,серый,автомат,передний,Бензин,Санкт-Петербург
Hyundai Solaris II,Hyundai,Solaris II,51000,"1,6",123,2020,1450000,белый,автомат,передний,Бензин,Волгоград
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,45000,2,165,2020,2780000,белый,механика,передний,Бензин,Красноярск
Hyundai Solaris II,Hyundai,Solaris II,46000,"1,4",100,2020,1370000,серый,автомат,передний,Бензин,Песьянка
Kia K5 III,Kia,K5 III,56000,"2,5",194,2021,2530000,синий,автомат,передний,Бензин,Москва
Hyundai Solaris II,Hyundai,Solaris II,98000,"1,6",123,2019,1320000,синий,автомат,передний,Бензин,Екатеринбург
Kia Cerato IV,Kia,Cerato IV,37000,"1,6",128,2020,1640000,синий,автомат,передний,Бензин,Москва
Mazda 6 III (GJ) Рестайлинг 2,Mazda,6 III (GJ) Рестайлинг 2,98000,"2,5",194,2020,2450000,чёрный,автомат,передний,Бензин,Казань
Hyundai Solaris II,Hyundai,Solaris II,117000,"1,4",100,2018,980000,белый,автомат,передний,Бензин,Магнитогорск
Kia K5 LPi III,Kia,K5 LPi III,27000,2,146,2021,2640000,синий,автомат,передний,Газ,Москва
